2020-10-16T17:13:18.155,Cambrian,Info,0001,9.324000e+03,4.194200e+03,3.613427e+03
2020-10-16T17:13:18.178,Cambrian,Info,0001,1.200000e+02,4.200000e+01,5.848077e+01
2020-10-16T17:13:18.178,Cambrian,Info,0001,2.100000e+02,1.340000e+02,6.985700e+01
2020-10-16T17:14:01.006,Cambrian,Info,0002,4.799000e+03,3.931200e+03,1.162206e+03
2020-10-16T17:14:01.006,Cambrian,Info,0002,7.000000e+01,2.400000e+01,3.361547e+01
2020-10-16T17:14:01.006,Cambrian,Info,0002,2.100000e+02,2.100000e+02,0.000000e+00
2020-10-16T17:14:41.152,Cambrian,Info,0003,6.143000e+03,4.439800e+03,2.332203e+03
2020-10-16T17:14:41.152,Cambrian,Info,0003,8.000000e+01,3.200000e+01,4.381780e+01
2020-10-16T17:14:41.152,Cambrian,Info,0003,5.000000e+02,3.260000e+02,1.588395e+02
2020-10-16T17:15:16.883,Cambrian,Info,0004,4.799000e+03,4.034200e+03,1.214528e+03
2020-10-16T17:15:16.883,Cambrian,Info,0004,1.600000e+02,8.000000e+01,8.000000e+01
2020-10-16T17:15:16.883,Cambrian,Info,0004,6.300000e+02,3.220000e+02,2.346700e+02
2020-10-16T17:15:48.135,Cambrian,Info,0005,6.143000e+03,3.564200e+03,2.442892e+03
2020-10-16T17:15:48.135,Cambrian,Info,0005,1.600000e+02,8.800000e+01,5.932959e+01
2020-10-16T17:15:48.135,Cambrian,Info,0005,5.000000e+02,2.960000e+02,1.960357e+02
2020-10-16T17:16:16.437,Cambrian,Info,0006,4.799000e+03,2.065000e+03,1.756782e+03
2020-10-16T17:16:16.437,Cambrian,Info,0006,1.600000e+02,1.040000e+02,4.560702e+01
2020-10-16T17:16:16.437,Cambrian,Info,0006,5.000000e+02,2.140000e+02,1.738678e+02
2020-10-16T17:16:48.1,Cambrian,Info,0007,1.885000e+03,7.398000e+02,7.963951e+02
2020-10-16T17:16:48.1,Cambrian,Info,0007,1.600000e+02,1.440000e+02,3.577709e+01
2020-10-16T17:16:48.1,Cambrian,Info,0007,5.000000e+02,1.720000e+02,1.833576e+02
2020-10-16T17:17:14.854,Cambrian,Info,0008,1.885000e+03,5.210000e+02,7.624992e+02
2020-10-16T17:17:14.854,Cambrian,Info,0008,1.600000e+02,1.440000e+02,3.577709e+01
2020-10-16T17:17:14.854,Cambrian,Info,0008,5.000000e+02,1.720000e+02,1.833576e+02
2020-10-16T17:17:32.928,Cambrian,Info,0009,1.885000e+03,5.210000e+02,7.624992e+02
2020-10-16T17:17:32.928,Cambrian,Info,0009,1.600000e+02,1.440000e+02,3.577709e+01
2020-10-16T17:17:32.928,Cambrian,Info,0009,5.000000e+02,1.980000e+02,1.779607e+02
2020-10-16T17:17:53.353,Cambrian,Info,0010,2.741000e+03,1.033200e+03,1.206855e+03
2020-10-16T17:17:53.353,Cambrian,Info,0010,1.600000e+02,1.440000e+02,3.577709e+01
2020-10-16T17:17:53.353,Cambrian,Info,0010,5.000000e+02,1.720000e+02,1.833576e+02
2020-10-16T17:18:17.949,Cambrian,Info,0011,4.324000e+03,2.724600e+03,1.466629e+03
2020-10-16T17:18:17.949,Cambrian,Info,0011,1.600000e+02,8.000000e+01,8.000000e+01
2020-10-16T17:18:17.949,Cambrian,Info,0011,5.000000e+02,2.280000e+02,1.673918e+02
2020-10-16T17:18:55.838,Cambrian,Info,0012,6.143000e+03,2.146800e+03,2.437789e+03
2020-10-16T17:18:55.838,Cambrian,Info,0012,1.600000e+02,4.800000e+01,7.155418e+01
2020-10-16T17:18:55.838,Cambrian,Info,0012,5.000000e+02,1.920000e+02,1.847160e+02
2020-10-16T17:19:33.084,Cambrian,Info,0013,5.944000e+03,2.012800e+03,2.252366e+03
2020-10-16T17:19:33.084,Cambrian,Info,0013,8.000000e+01,6.400000e+01,3.577709e+01
2020-10-16T17:19:33.084,Cambrian,Info,0013,5.000000e+02,5.000000e+02,0.000000e+00
2020-10-16T17:19:55.91,Cambrian,Info,0014,6.452000e+03,4.543800e+03,2.432822e+03
2020-10-16T17:19:55.91,Cambrian,Info,0014,8.000000e+01,6.400000e+01,3.577709e+01
2020-10-16T17:19:55.91,Cambrian,Info,0014,5.000000e+02,3.360000e+02,2.245662e+02
2020-10-16T17:20:22.86,Cambrian,Info,0015,7.047000e+03,6.147800e+03,1.231280e+03
