2020-10-16T14:35:44.908,Cambrian,Info,0001,4.799000e+03,3.001400e+03,1.877211e+03
2020-10-16T14:35:52.851,Cambrian,Info,0002,4.799000e+03,3.017200e+03,1.810310e+03
2020-10-16T14:36:00.837,Cambrian,Info,0003,2.790800e+04,7.856600e+03,1.131240e+04
2020-10-16T14:36:07.291,Cambrian,Info,0004,3.505000e+03,2.937800e+03,1.268298e+03
2020-10-16T14:36:13.627,Cambrian,Info,0005,3.505000e+03,2.639800e+03,1.184724e+03
2020-10-16T14:36:20.039,Cambrian,Info,0006,3.505000e+03,2.763000e+03,1.453533e+03
2020-10-16T14:36:27.51,Cambrian,Info,0007,3.505000e+03,2.451000e+03,1.523489e+03
2020-10-16T14:36:34.966,Cambrian,Info,0008,2.790800e+04,7.049600e+03,1.177918e+04
2020-10-16T14:36:44.048,Cambrian,Info,0009,2.790800e+04,7.275200e+03,1.162414e+04
2020-10-16T14:36:50.128,Cambrian,Info,0010,3.505000e+03,2.960600e+03,1.217315e+03
2020-10-16T14:36:57.389,Cambrian,Info,0011,2.790800e+04,7.972000e+03,1.118048e+04
2020-10-16T14:37:05.218,Cambrian,Info,0012,2.790800e+04,1.275320e+04,1.387395e+04
2020-10-16T14:37:12.538,Cambrian,Info,0013,3.505000e+03,2.371000e+03,9.169406e+02
2020-10-16T14:37:18.768,Cambrian,Info,0014,3.699000e+03,2.426400e+03,1.280713e+03
2020-10-16T14:37:25.516,Cambrian,Info,0015,3.745000e+03,2.188600e+03,1.442976e+03
2020-10-16T14:37:32.022,Cambrian,Info,0016,5.262000e+03,2.647800e+03,2.373854e+03
2020-10-16T14:37:38.006,Cambrian,Info,0017,5.262000e+03,3.384200e+03,2.275872e+03
2020-10-16T14:37:44.387,Cambrian,Info,0018,5.262000e+03,3.787400e+03,1.676064e+03
2020-10-16T14:37:50.465,Cambrian,Info,0019,5.262000e+03,3.804600e+03,1.379896e+03
2020-10-16T14:37:55.113,Cambrian,Info,0020,5.262000e+03,3.542000e+03,2.355207e+03
2020-10-16T14:38:00.666,Cambrian,Info,0021,5.262000e+03,3.558000e+03,9.525650e+02
2020-10-16T14:38:06.171,Cambrian,Info,0022,5.262000e+03,3.038400e+03,2.612208e+03
2020-10-16T14:38:11.739,Cambrian,Info,0023,6.074000e+03,4.312600e+03,2.353763e+03
2020-10-16T14:38:18.13,Cambrian,Info,0024,5.262000e+03,2.215800e+03,2.780787e+03
